0	151563
1	283422
2	392063
3	496618
4	580865
5	651309
6	724183
7	764998
8	815606
9	846359
10	878045
11	905324
12	923901
13	940590
14	953370
15	962709
16	972699
17	974209
18	979121
19	980467
20	979041
21	979291
22	974929
23	970001
24	963572
25	954990
26	943031
27	923517
28	905550
29	878416
30	853439
31	810841
32	773706
33	715362
34	644423
35	586620
36	495565
37	398719
38	281282
39	143498
